"1=O. macrocarpon, 2 = O. microcarpus, 4-6 = 4x-6x O. palustris","Population code",2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,30,31,32,33,34,35,36,37,38,39,40,41,43,26,27,28,29
1,55,17.7,6.3,7.1,5.9,9.3,3.3,1.6,0.9,6.2,1,2.5,7.8,3.5,1.6,4.1,11.8,5.5,5,2.83,5.7,40.4,2.79,1.86,2.8,5.3,0.18,0.34,1.14,17.3,68.4,2.19,48.4,11.7,6.8,95
1,55,18.4,5.4,8.9,5.2,9.2,3.1,1.4,0.9,6.2,1,2.4,7.6,3.8,1.4,4.5,12.7,5.5,5,3.43,3.3,48.5,2.94,1.66,2.8,5.2,0.18,0.34,1.17,18.2,70,2.71,48.4,12.9,6.8,96
1,55,17.3,5.9,5.4,5.7,9,2.7,1.6,0.9,6,1,2.3,7.9,2.8,1.4,4.8,11.8,6.4,5,2.94,3,30.9,3.3,1.78,2.7,5,0.2,0.37,1.2,18.2,65,1.96,43.8,16,7.4,95
1,55,14.5,5.2,7.1,4.8,9.4,3.1,1.5,0.8,5.9,1,2.3,8.2,3.4,1.7,4,9.1,6.4,4,2.79,6.9,49.4,3,1.88,2.7,5,0.19,0.36,1.15,15.5,58.8,2.03,42.2,12.3,7.4,96
1,55,14.5,5.4,4.5,5.2,9.2,3.2,1.5,0.9,6.2,1,2.5,7.7,3.1,1.4,4.4,10,7.3,5,2.7,3.3,30.9,2.84,1.67,2.8,5.2,0.19,0.36,1.12,17.3,57.9,2.3,46.9,12.3,6.1,95
1,55,17.1,5.5,8,5.2,9.3,3.4,1.5,0.9,6.3,1.2,2.6,8.2,4.1,1.7,4.4,9.1,5.5,5,3.1,6.5,46.9,2.71,1.67,2.6,5.1,0.23,0.45,1,14.5,62.5,2.38,48.4,12.3,6.1,96
1,55,16.1,6.4,7.1,6.3,9.4,2.8,1.6,0.8,6,0.9,2.4,8.2,3.8,1.4,4.6,11.8,3.6,6,2.5,2.8,44.4,3.32,2,2.8,5.2,0.17,0.31,1.15,15.5,76.5,2.78,46.9,13.5,6.8,95
1,55,18,6.8,7.1,6.6,9.5,3.2,1.5,0.9,6.2,0.9,2.5,6.6,4,1.8,4.7,13.6,5.5,5,2.66,2.6,39.6,2.94,1.67,2.8,5.3,0.17,0.33,1.1,19.1,71.4,2.29,48.4,14.1,6.8,96
1,55,15.2,5.7,7.1,5.5,9,2.9,1.5,0.9,5.9,1,2.5,7.7,3.8,1.5,4.2,15.5,6.4,4,2.66,3.1,47.1,3.07,1.67,2.5,4.9,0.2,0.41,1,21.8,70.8,2.59,45.3,14.1,6.1,95
1,55,15,5,5.4,4.8,9,3,1.5,0.9,6,0.9,2.3,8,4.1,1.7,4.4,16.4,6.4,4,3,3.6,35.7,2.97,1.67,2.9,5.1,0.18,0.32,1.27,22.7,72,2.45,50,11.7,5.5,96
1,55,14.8,4.6,7.1,4.3,9.3,3.3,1.6,0.8,6.1,1.1,2.9,7.8,3.4,1.4,5.9,13.6,5.5,5,3.19,7.7,48.2,2.79,2,2.1,5,0.22,0.52,0.74,19.1,71.4,2.48,42.2,12.3,6.1,95
1,55,18.2,5.7,8,5.5,9.7,3.9,1.4,0.8,6.3,1.3,2.7,6.8,3.6,1.3,5.2,10.9,6.4,5,3.19,3.1,44.1,2.46,1.75,2.3,5,0.25,0.54,0.85,17.3,63.2,2.84,46.9,11.1,6.1,96
1,55,14.6,4.5,7.1,4.1,9.4,3.1,1.6,0.8,5.9,1.2,2.5,8.4,4.1,1.6,4.1,11.8,8.2,5,3.28,8,48.8,3,2,2.3,4.8,0.24,0.51,0.9,20,59.1,2.53,51.6,13.5,6.8,95
1,55,17.9,5.7,8,5.5,10,3.2,1.4,0.8,6.2,1,2.8,7.5,3.8,1.4,4.9,13.6,7.3,6,3.13,3.1,45,3.09,1.75,2.5,5.2,0.19,0.41,0.89,20.9,65.2,2.68,50,12.3,6.8,96
1,55,15.7,6.3,7.1,6.1,9.6,3.2,1.5,0.9,6,1,2.5,8.3,3.6,1.6,3.9,10,7.3,5,2.51,2.9,45.5,2.97,1.67,2.5,5,0.2,0.4,1.02,17.3,57.9,2.22,48.4,14.1,8,95
1,55,14.1,5.2,5.4,5,8.8,2.8,1.5,0.8,6.2,1.1,2.5,7.9,4.2,1.5,4.1,10.9,4.5,4,2.72,3.5,38,3.11,1.88,2.6,5.1,0.22,0.43,1.02,15.5,70.6,2.77,46.9,14.1,6.8,96
1,55,14.5,5,7.1,4.8,9.8,3.2,1.4,0.9,6,1,2.4,8.3,3.5,1.8,3.9,14.5,4.5,5,2.89,3.6,49.4,3.03,1.56,2.7,5,0.19,0.36,1.13,19.1,76.2,1.92,48.4,11.7,6.1,95
1,55,16.1,5.5,6.3,5.4,9.7,3.1,1.5,0.8,6.2,1.1,2.7,7.5,3.4,1.2,4.6,13.6,8.2,4,2.9,3.2,38.9,3.1,1.88,2.5,5.1,0.21,0.43,0.92,21.8,62.5,2.91,48.4,16,6.8,96
1,55,17.5,6.4,7.1,6.3,8.9,2.8,1.4,0.9,5.8,1,2,6.6,3.3,1.5,3.9,14.5,8.2,6,2.72,2.8,40.8,3.14,1.56,2.9,4.9,0.2,0.33,1.43,22.7,64,2.28,43.8,12.9,6.8,95
1,55,17,5.9,8,5.7,9.4,2.8,1.5,0.9,6,1.2,2.3,7.8,3.1,1.7,4.8,16.4,6.4,5,2.88,3,47.4,3.32,1.67,2.6,4.9,0.24,0.45,1.11,22.7,72,1.79,48.4,12.9,6.8,96
1,55,17.1,6.8,8,6.6,9.5,2.9,1.4,0.9,6.1,1,2.5,7.9,3.5,1.4,5.1,17.3,3.6,5,2.53,2.6,46.9,3.24,1.56,2.7,5.1,0.2,0.38,1.08,20.9,82.6,2.59,50,12.9,6.1,95
1,55,17.7,6.8,7.1,6.6,9.6,3.5,1.6,0.9,6.2,1,2.5,8,3.8,1.5,3.9,14.5,6.4,4,2.61,2.6,40.4,2.71,1.78,2.7,5.2,0.19,0.38,1.06,20.9,69.6,2.59,48.4,13.5,7.4,96
1,55,14.1,5.4,5.4,5.2,8.2,2.8,1.5,0.9,6,1.2,2.6,7.5,3.3,1.3,5.1,10,7.3,5,2.63,3.3,38,2.89,1.67,2.3,4.8,0.25,0.53,0.88,17.3,57.9,2.5,50,11.7,7.4,95
1,55,16.4,6.3,7.1,5.9,9,3.2,1.5,0.8,6,1.1,2.2,8,3.6,1.5,4.3,10,7.3,6,2.63,5.7,43.5,2.78,1.88,2.7,4.9,0.22,0.41,1.23,17.3,57.9,2.4,45.3,12.3,6.8,96
1,55,15,5.5,7.1,5.4,9.4,3,1.5,0.9,6,0.9,2.6,8.3,3.9,1.5,4.6,10.9,8.2,5,2.71,3.2,47.6,3.1,1.67,2.6,5.1,0.17,0.33,1,19.1,57.1,2.66,46.9,12.3,7.4,95
1,55,13.2,5.4,5.4,5.2,9.2,2.9,1.6,0.9,6,1.1,2.6,8.4,3,1.5,4.3,15.5,5.5,4,2.47,3.3,40.5,3.14,1.78,2.3,4.9,0.23,0.48,0.9,20.9,73.9,2,43.8,11.7,6.8,96
1,55,13.2,5.2,6.3,5,9.6,3.2,1.5,0.9,5.8,0.9,2.2,8.3,3.5,1.7,5.2,14.5,5.5,6,2.55,3.5,47.3,2.97,1.67,2.7,4.9,0.19,0.34,1.2,20,72.7,2.12,46.9,12.3,7.4,95
1,55,16.4,6.6,7.1,6.3,8.9,3.2,1.5,0.9,6.2,1.1,2.5,7.2,3.6,1.7,5.7,20.9,2.7,6,2.49,5.4,43.5,2.75,1.67,2.7,5.2,0.2,0.39,1.1,23.6,88.5,2.18,48.4,12.3,6.1,96
1,55,17.9,5.5,7.1,5.4,9,2.6,1.5,0.8,5.9,1.1,2.3,8,3.5,1.5,4.3,11.8,6.4,5,3.23,3.2,40,3.42,1.88,2.5,4.8,0.22,0.42,1.09,18.2,65,2.41,46.9,12.3,6.1,95
